GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; White alone,Margin of Error; White alone,Estimate; Black or African American alone,Margin of Error; Black or African American alone,Estimate; American Indian and Alaska Native alone,Margin of Error; American Indian and Alaska Native alone,Estimate; Asian alone,Margin of Error; Asian alone,Estimate; Native Hawaiian and Other Pacific Islander alone,Margin of Error; Native Hawaiian and Other Pacific Islander alone,Estimate; Some other race alone,Margin of Error; Some other race alone,Estimate; Two or more races:,Margin of Error; Two or more races:,Estimate; Two or more races: - Two races including Some other race,Margin of Error; Two or more races: - Two races including Some other race,"Estimate; Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Two or more races: - Two races excluding Some other race, and three or more races"
1400000US36005000100,36005000100,"Census Tract 1, Bronx County, New York",11355,407,1524,262,6458,334,18,21,204,72,0,123,2655,268,496,123,398,110,98,54
1400000US36005000200,36005000200,"Census Tract 2, Bronx County, New York",4257,596,584,295,1153,451,38,60,0,123,0,123,2417,582,65,58,48,53,17,20
1400000US36005000400,36005000400,"Census Tract 4, Bronx County, New York",4625,447,735,288,844,235,0,123,97,97,0,123,2686,473,263,159,37,31,226,160
1400000US36005000500,36005000500,"Census Tract 5, Bronx County, New York",0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36005001100,36005001100,"Census Tract 11, Bronx County, New York",572,147,61,58,245,182,22,36,0,123,0,123,244,144,0,123,0,123,0,123
1400000US36005001500,36005001500,"Census Tract 15, Bronx County, New York",21,33,0,123,0,123,0,123,0,123,0,123,21,33,0,123,0,123,0,123
1400000US36005001600,36005001600,"Census Tract 16, Bronx County, New York",5228,471,1061,330,1735,371,5,8,0,123,0,123,2317,500,110,70,27,37,83,59
1400000US36005001700,36005001700,"Census Tract 17, Bronx County, New York",949,206,432,211,257,182,0,123,0,123,0,123,222,103,38,54,38,54,0,123
1400000US36005002000,36005002000,"Census Tract 20, Bronx County, New York",8578,817,1187,394,3447,625,0,123,38,44,0,123,3771,790,135,110,103,102,32,32
