GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median gross rent,Margin of Error; Median gross rent
1400000US36005000100,36005000100,"Census Tract 1, Bronx County, New York",-,**
1400000US36005000200,36005000200,"Census Tract 2, Bronx County, New York",1339,138
1400000US36005000400,36005000400,"Census Tract 4, Bronx County, New York",1569,151
1400000US36005001600,36005001600,"Census Tract 16, Bronx County, New York",856,108
1400000US36005001900,36005001900,"Census Tract 19, Bronx County, New York",1152,118
1400000US36005002000,36005002000,"Census Tract 20, Bronx County, New York",537,97
1400000US36005002300,36005002300,"Census Tract 23, Bronx County, New York",349,34
1400000US36005002400,36005002400,"Census Tract 24, Bronx County, New York",-,**
1400000US36005002500,36005002500,"Census Tract 25, Bronx County, New York",543,180
1400000US36005002701,36005002701,"Census Tract 27.01, Bronx County, New York",608,49
1400000US36005002702,36005002702,"Census Tract 27.02, Bronx County, New York",719,142
1400000US36005002800,36005002800,"Census Tract 28, Bronx County, New York",910,53
1400000US36005003100,36005003100,"Census Tract 31, Bronx County, New York",950,31
1400000US36005003300,36005003300,"Census Tract 33, Bronx County, New York",485,159
1400000US36005003500,36005003500,"Census Tract 35, Bronx County, New York",696,196
1400000US36005003700,36005003700,"Census Tract 37, Bronx County, New York",988,448
1400000US36005003800,36005003800,"Census Tract 38, Bronx County, New York",818,431
1400000US36005003900,36005003900,"Census Tract 39, Bronx County, New York",894,96
1400000US36005004001,36005004001,"Census Tract 40.01, Bronx County, New York",991,397
1400000US36005004100,36005004100,"Census Tract 41, Bronx County, New York",514,91
1400000US36005004200,36005004200,"Census Tract 42, Bronx County, New York",609,55
1400000US36005004300,36005004300,"Census Tract 43, Bronx County, New York",709,138
1400000US36005004400,36005004400,"Census Tract 44, Bronx County, New York",460,97
1400000US36005004600,36005004600,"Census Tract 46, Bronx County, New York",714,78
1400000US36005004800,36005004800,"Census Tract 48, Bronx County, New York",992,54
1400000US36005005001,36005005001,"Census Tract 50.01, Bronx County, New York",1197,108
1400000US36005005002,36005005002,"Census Tract 50.02, Bronx County, New York",963,90
1400000US36005005100,36005005100,"Census Tract 51, Bronx County, New York",460,52
1400000US36005005200,36005005200,"Census Tract 52, Bronx County, New York",690,380
1400000US36005005300,36005005300,"Census Tract 53, Bronx County, New York",808,169
1400000US36005005400,36005005400,"Census Tract 54, Bronx County, New York",1080,90
1400000US36005005600,36005005600,"Census Tract 56, Bronx County, New York",961,80
1400000US36005005902,36005005902,"Census Tract 59.02, Bronx County, New York",1086,131
1400000US36005006000,36005006000,"Census Tract 60, Bronx County, New York",1092,73
1400000US36005006100,36005006100,"Census Tract 61, Bronx County, New York",876,66
1400000US36005006200,36005006200,"Census Tract 62, Bronx County, New York",715,242
1400000US36005006300,36005006300,"Census Tract 63, Bronx County, New York",1098,48
1400000US36005006400,36005006400,"Census Tract 64, Bronx County, New York",1214,115
1400000US36005006500,36005006500,"Census Tract 65, Bronx County, New York",915,53
1400000US36005006700,36005006700,"Census Tract 67, Bronx County, New York",573,96
1400000US36005006800,36005006800,"Census Tract 68, Bronx County, New York",1195,105
1400000US36005006900,36005006900,"Census Tract 69, Bronx County, New York",723,124
1400000US36005007000,36005007000,"Census Tract 70, Bronx County, New York",1309,110
1400000US36005007100,36005007100,"Census Tract 71, Bronx County, New York",817,205
1400000US36005007200,36005007200,"Census Tract 72, Bronx County, New York",1103,52
1400000US36005007300,36005007300,"Census Tract 73, Bronx County, New York",863,52
1400000US36005007400,36005007400,"Census Tract 74, Bronx County, New York",1052,124
1400000US36005007500,36005007500,"Census Tract 75, Bronx County, New York",651,119
1400000US36005007600,36005007600,"Census Tract 76, Bronx County, New York",1109,76
1400000US36005007700,36005007700,"Census Tract 77, Bronx County, New York",1114,70
1400000US36005007800,36005007800,"Census Tract 78, Bronx County, New York",1125,105
1400000US36005007900,36005007900,"Census Tract 79, Bronx County, New York",590,95
1400000US36005008300,36005008300,"Census Tract 83, Bronx County, New York",798,149
1400000US36005008400,36005008400,"Census Tract 84, Bronx County, New York",1232,230
1400000US36005008500,36005008500,"Census Tract 85, Bronx County, New York",955,87
1400000US36005008600,36005008600,"Census Tract 86, Bronx County, New York",440,100
1400000US36005008700,36005008700,"Census Tract 87, Bronx County, New York",930,79
1400000US36005008900,36005008900,"Census Tract 89, Bronx County, New York",663,136
1400000US36005009000,36005009000,"Census Tract 90, Bronx County, New York",432,138
1400000US36005009200,36005009200,"Census Tract 92, Bronx County, New York",1222,51
1400000US36005009300,36005009300,"Census Tract 93, Bronx County, New York",951,73
1400000US36005009600,36005009600,"Census Tract 96, Bronx County, New York",1447,123
1400000US36005009800,36005009800,"Census Tract 98, Bronx County, New York",1165,117
1400000US36005011000,36005011000,"Census Tract 110, Bronx County, New York",984,1063
1400000US36005011502,36005011502,"Census Tract 115.02, Bronx County, New York",916,93
1400000US36005011700,36005011700,"Census Tract 117, Bronx County, New York",1005,102
1400000US36005011800,36005011800,"Census Tract 118, Bronx County, New York",1177,68
1400000US36005011900,36005011900,"Census Tract 119, Bronx County, New York",956,58
1400000US36005012101,36005012101,"Census Tract 121.01, Bronx County, New York",1019,73
1400000US36005012102,36005012102,"Census Tract 121.02, Bronx County, New York",767,43
1400000US36005012300,36005012300,"Census Tract 123, Bronx County, New York",642,135
1400000US36005012500,36005012500,"Census Tract 125, Bronx County, New York",1036,89
1400000US36005012701,36005012701,"Census Tract 127.01, Bronx County, New York",556,197
1400000US36005012901,36005012901,"Census Tract 129.01, Bronx County, New York",795,93
