GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households
1400000US36005000100,36005000100,"Census Tract 1, Bronx County, New York",0,89,-,**
1400000US36005000200,36005000200,"Census Tract 2, Bronx County, New York",1325,85,63449,13889
1400000US36005000400,36005000400,"Census Tract 4, Bronx County, New York",1582,90,75729,9871
1400000US36005001600,36005001600,"Census Tract 16, Bronx County, New York",1937,87,33910,8451
1400000US36005001900,36005001900,"Census Tract 19, Bronx County, New York",611,71,26291,2924
1400000US36005002000,36005002000,"Census Tract 20, Bronx County, New York",2984,128,24833,5641
1400000US36005002300,36005002300,"Census Tract 23, Bronx County, New York",1941,62,12454,2418
1400000US36005002400,36005002400,"Census Tract 24, Bronx County, New York",0,89,-,**
1400000US36005002500,36005002500,"Census Tract 25, Bronx County, New York",1867,107,14433,3408
1400000US36005002701,36005002701,"Census Tract 27.01, Bronx County, New York",1030,51,24389,7143
1400000US36005002702,36005002702,"Census Tract 27.02, Bronx County, New York",1350,98,19542,5059
1400000US36005002800,36005002800,"Census Tract 28, Bronx County, New York",2297,120,47363,6740
1400000US36005003100,36005003100,"Census Tract 31, Bronx County, New York",468,54,37167,13839
1400000US36005003300,36005003300,"Census Tract 33, Bronx County, New York",1195,54,20670,7281
1400000US36005003500,36005003500,"Census Tract 35, Bronx County, New York",1237,81,27585,9240
1400000US36005003700,36005003700,"Census Tract 37, Bronx County, New York",54,49,26111,19212
1400000US36005003800,36005003800,"Census Tract 38, Bronx County, New York",423,35,58750,14006
1400000US36005003900,36005003900,"Census Tract 39, Bronx County, New York",2030,133,32875,6075
1400000US36005004001,36005004001,"Census Tract 40.01, Bronx County, New York",532,53,48400,5388
1400000US36005004100,36005004100,"Census Tract 41, Bronx County, New York",1991,122,19752,5342
1400000US36005004200,36005004200,"Census Tract 42, Bronx County, New York",2713,112,36840,6173
1400000US36005004300,36005004300,"Census Tract 43, Bronx County, New York",1593,108,26042,5544
1400000US36005004400,36005004400,"Census Tract 44, Bronx County, New York",1666,71,16313,5080
1400000US36005004600,36005004600,"Census Tract 46, Bronx County, New York",673,61,27083,19305
1400000US36005004800,36005004800,"Census Tract 48, Bronx County, New York",1258,83,26114,3401
1400000US36005005001,36005005001,"Census Tract 50.01, Bronx County, New York",1500,84,29125,8375
1400000US36005005002,36005005002,"Census Tract 50.02, Bronx County, New York",1569,141,26126,5047
1400000US36005005100,36005005100,"Census Tract 51, Bronx County, New York",1939,73,16580,4960
1400000US36005005200,36005005200,"Census Tract 52, Bronx County, New York",692,100,27875,24476
1400000US36005005300,36005005300,"Census Tract 53, Bronx County, New York",1554,124,16410,4827
1400000US36005005400,36005005400,"Census Tract 54, Bronx County, New York",1689,110,30082,6097
1400000US36005005600,36005005600,"Census Tract 56, Bronx County, New York",888,87,26964,6497
1400000US36005005902,36005005902,"Census Tract 59.02, Bronx County, New York",1005,85,35666,3304
1400000US36005006000,36005006000,"Census Tract 60, Bronx County, New York",362,37,37917,9879
1400000US36005006100,36005006100,"Census Tract 61, Bronx County, New York",1941,130,40970,2652
1400000US36005006200,36005006200,"Census Tract 62, Bronx County, New York",2317,136,25017,5028
1400000US36005006300,36005006300,"Census Tract 63, Bronx County, New York",2016,85,29923,4924
1400000US36005006400,36005006400,"Census Tract 64, Bronx County, New York",1254,108,43800,14131
1400000US36005006500,36005006500,"Census Tract 65, Bronx County, New York",1705,121,23670,2360
1400000US36005006700,36005006700,"Census Tract 67, Bronx County, New York",2285,140,17834,3499
1400000US36005006800,36005006800,"Census Tract 68, Bronx County, New York",959,84,34152,15924
