GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02
Id,Id2,Geography,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households,Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households,Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households
1400000US36005000100,36005000100,"Census Tract 1, Bronx County, New York",0,123,-,**
1400000US36005000200,36005000200,"Census Tract 2, Bronx County, New York",1232,99,55797,9811
1400000US36005000400,36005000400,"Census Tract 4, Bronx County, New York",1354,80,70486,10580
1400000US36005000500,36005000500,"Census Tract 5, Bronx County, New York",0,123,-,**
1400000US36005001100,36005001100,"Census Tract 11, Bronx County, New York",283,41,8554,10634
1400000US36005001500,36005001500,"Census Tract 15, Bronx County, New York",21,33,-,**
1400000US36005001600,36005001600,"Census Tract 16, Bronx County, New York",1960,64,30438,6748
1400000US36005001700,36005001700,"Census Tract 17, Bronx County, New York",369,40,40284,10608
1400000US36005002000,36005002000,"Census Tract 20, Bronx County, New York",3036,108,22827,4977
1400000US36005002300,36005002300,"Census Tract 23, Bronx County, New York",1821,64,12873,1838
1400000US36005002400,36005002400,"Census Tract 24, Bronx County, New York",0,123,-,**
1400000US36005002500,36005002500,"Census Tract 25, Bronx County, New York",1852,95,15202,4408
1400000US36005002701,36005002701,"Census Tract 27.01, Bronx County, New York",986,63,20294,7889
1400000US36005002702,36005002702,"Census Tract 27.02, Bronx County, New York",1457,105,20475,4155
1400000US36005002800,36005002800,"Census Tract 28, Bronx County, New York",2382,90,45809,5381
1400000US36005003100,36005003100,"Census Tract 31, Bronx County, New York",463,43,33424,19647
1400000US36005003300,36005003300,"Census Tract 33, Bronx County, New York",1185,69,11053,3638
1400000US36005003500,36005003500,"Census Tract 35, Bronx County, New York",1126,95,18066,6888
1400000US36005003600,36005003600,"Census Tract 36, Bronx County, New York",2853,65,36292,1995
1400000US36005003700,36005003700,"Census Tract 37, Bronx County, New York",142,54,14000,15336
1400000US36005003800,36005003800,"Census Tract 38, Bronx County, New York",424,28,46532,20670
1400000US36005003900,36005003900,"Census Tract 39, Bronx County, New York",2186,129,22780,4772
1400000US36005004001,36005004001,"Census Tract 40.01, Bronx County, New York",601,46,43976,2864
1400000US36005004002,36005004002,"Census Tract 40.02, Bronx County, New York",0,123,-,**
1400000US36005004100,36005004100,"Census Tract 41, Bronx County, New York",1792,107,16193,5577
1400000US36005004300,36005004300,"Census Tract 43, Bronx County, New York",1649,120,25114,10240
1400000US36005004400,36005004400,"Census Tract 44, Bronx County, New York",1621,67,19813,6553
1400000US36005004600,36005004600,"Census Tract 46, Bronx County, New York",633,73,32625,13787
1400000US36005004700,36005004700,"Census Tract 47, Bronx County, New York",1830,53,13047,1914
1400000US36005004800,36005004800,"Census Tract 48, Bronx County, New York",1172,84,26678,2844
1400000US36005004900,36005004900,"Census Tract 49, Bronx County, New York",121,53,9194,6819
1400000US36005005000,36005005000,"Census Tract 50, Bronx County, New York",3404,125,27654,4767
1400000US36005005200,36005005200,"Census Tract 52, Bronx County, New York",757,73,28295,10606
1400000US36005005301,36005005301,"Census Tract 53.01, Bronx County, New York",10,16,-,**
1400000US36005005302,36005005302,"Census Tract 53.02, Bronx County, New York",1463,103,14006,2780
1400000US36005005400,36005005400,"Census Tract 54, Bronx County, New York",1700,113,30185,8591
1400000US36005005600,36005005600,"Census Tract 56, Bronx County, New York",918,86,28984,6627
1400000US36005005700,36005005700,"Census Tract 57, Bronx County, New York",235,74,52438,22691
1400000US36005005800,36005005800,"Census Tract 58, Bronx County, New York",0,123,-,**
1400000US36005005901,36005005901,"Census Tract 59.01, Bronx County, New York",1896,54,28844,4303
1400000US36005005902,36005005902,"Census Tract 59.02, Bronx County, New York",1034,78,34510,6267
1400000US36005006000,36005006000,"Census Tract 60, Bronx County, New York",382,38,25962,2117
1400000US36005006100,36005006100,"Census Tract 61, Bronx County, New York",1993,111,32599,10226
1400000US36005006200,36005006200,"Census Tract 62, Bronx County, New York",2379,90,16922,3591
1400000US36005006400,36005006400,"Census Tract 64, Bronx County, New York",1189,94,41013,5761
1400000US36005006500,36005006500,"Census Tract 65, Bronx County, New York",1550,92,20025,2530
1400000US36005006600,36005006600,"Census Tract 66, Bronx County, New York",1313,115,34817,6166
1400000US36005006700,36005006700,"Census Tract 67, Bronx County, New York",2241,118,15620,1810
1400000US36005006800,36005006800,"Census Tract 68, Bronx County, New York",1151,72,52964,14802
1400000US36005006900,36005006900,"Census Tract 69, Bronx County, New York",1946,93,18194,9762
1400000US36005007000,36005007000,"Census Tract 70, Bronx County, New York",1263,85,41042,8299
1400000US36005007100,36005007100,"Census Tract 71, Bronx County, New York",569,53,28125,13053
1400000US36005007200,36005007200,"Census Tract 72, Bronx County, New York",1615,94,36308,8480
1400000US36005007300,36005007300,"Census Tract 73, Bronx County, New York",1224,68,24696,6183
1400000US36005007400,36005007400,"Census Tract 74, Bronx County, New York",1345,71,47813,7170
1400000US36005007500,36005007500,"Census Tract 75, Bronx County, New York",1549,101,26483,5694
1400000US36005007700,36005007700,"Census Tract 77, Bronx County, New York",549,50,53254,6928
1400000US36005007800,36005007800,"Census Tract 78, Bronx County, New York",1898,129,38953,13710
1400000US36005007900,36005007900,"Census Tract 79, Bronx County, New York",2198,119,16512,7123
1400000US36005008100,36005008100,"Census Tract 81, Bronx County, New York",0,123,-,**
1400000US36005008300,36005008300,"Census Tract 83, Bronx County, New York",2028,140,22585,5663
1400000US36005008400,36005008400,"Census Tract 84, Bronx County, New York",756,67,80000,27104
1400000US36005008500,36005008500,"Census Tract 85, Bronx County, New York",1542,92,25115,7933
1400000US36005008600,36005008600,"Census Tract 86, Bronx County, New York",1467,67,24250,6244
1400000US36005008700,36005008700,"Census Tract 87, Bronx County, New York",1546,83,23496,4168
1400000US36005008800,36005008800,"Census Tract 88, Bronx County, New York",1165,48,22259,4662
1400000US36005008900,36005008900,"Census Tract 89, Bronx County, New York",1013,81,22558,15968
1400000US36005009100,36005009100,"Census Tract 91, Bronx County, New York",0,123,-,**
1400000US36005009200,36005009200,"Census Tract 92, Bronx County, New York",1687,123,41827,11667
1400000US36005009400,36005009400,"Census Tract 94, Bronx County, New York",483,39,48797,4787
1400000US36005009700,36005009700,"Census Tract 97, Bronx County, New York",0,123,-,**
1400000US36005009800,36005009800,"Census Tract 98, Bronx County, New York",1812,98,52888,6591
1400000US36005009900,36005009900,"Census Tract 99, Bronx County, New York",1715,86,23651,3343
1400000US36005010200,36005010200,"Census Tract 102, Bronx County, New York",37,38,138287,121951
1400000US36005010500,36005010500,"Census Tract 105, Bronx County, New York",114,53,7647,29385
1400000US36005011000,36005011000,"Census Tract 110, Bronx County, New York",302,25,9806,11702
1400000US36005011501,36005011501,"Census Tract 115.01, Bronx County, New York",482,31,10066,2213
1400000US36005011502,36005011502,"Census Tract 115.02, Bronx County, New York",1383,83,22660,5954
1400000US36005011800,36005011800,"Census Tract 118, Bronx County, New York",1846,80,71846,16692
1400000US36005011900,36005011900,"Census Tract 119, Bronx County, New York",1806,86,17563,3561
1400000US36005012101,36005012101,"Census Tract 121.01, Bronx County, New York",915,115,37516,11361
1400000US36005012102,36005012102,"Census Tract 121.02, Bronx County, New York",494,38,16250,9552
1400000US36005012300,36005012300,"Census Tract 123, Bronx County, New York",1202,82,14048,7701
1400000US36005012500,36005012500,"Census Tract 125, Bronx County, New York",951,82,30781,8701
1400000US36005012701,36005012701,"Census Tract 127.01, Bronx County, New York",820,53,15720,3986
1400000US36005012702,36005012702,"Census Tract 127.02, Bronx County, New York",536,16,23214,22661
1400000US36005012901,36005012901,"Census Tract 129.01, Bronx County, New York",1270,111,18789,4985
1400000US36005012902,36005012902,"Census Tract 129.02, Bronx County, New York",174,73,15875,17476
1400000US36005013000,36005013000,"Census Tract 130, Bronx County, New York",450,53,76638,18701
1400000US36005013100,36005013100,"Census Tract 131, Bronx County, New York",1400,84,21394,2883
1400000US36005013200,36005013200,"Census Tract 132, Bronx County, New York",2236,139,69527,9672
1400000US36005013300,36005013300,"Census Tract 133, Bronx County, New York",2201,75,20496,4749
1400000US36005013500,36005013500,"Census Tract 135, Bronx County, New York",1182,82,18000,8370
1400000US36005013700,36005013700,"Census Tract 137, Bronx County, New York",1589,96,21862,4509
1400000US36005013800,36005013800,"Census Tract 138, Bronx County, New York",704,88,63913,11226
1400000US36005013900,36005013900,"Census Tract 139, Bronx County, New York",328,40,26563,2893
1400000US36005014100,36005014100,"Census Tract 141, Bronx County, New York",728,81,15317,4445
1400000US36005014300,36005014300,"Census Tract 143, Bronx County, New York",253,50,11750,26288
1400000US36005014400,36005014400,"Census Tract 144, Bronx County, New York",1827,134,25417,12934
1400000US36005014500,36005014500,"Census Tract 145, Bronx County, New York",1806,61,18151,3280
1400000US36005014700,36005014700,"Census Tract 147, Bronx County, New York",3536,101,15865,2409
1400000US36005014900,36005014900,"Census Tract 149, Bronx County, New York",1400,94,21667,7125
1400000US36005015100,36005015100,"Census Tract 151, Bronx County, New York",1670,114,27000,5745
1400000US36005015300,36005015300,"Census Tract 153, Bronx County, New York",1227,64,19809,7001
1400000US36005015400,36005015400,"Census Tract 154, Bronx County, New York",308,63,85577,52913
1400000US36005015500,36005015500,"Census Tract 155, Bronx County, New York",1099,51,17878,6909
1400000US36005015600,36005015600,"Census Tract 156, Bronx County, New York",548,65,55789,23510
1400000US36005015700,36005015700,"Census Tract 157, Bronx County, New York",1090,103,27778,9060
1400000US36005015800,36005015800,"Census Tract 158, Bronx County, New York",595,50,36488,18200
1400000US36005016000,36005016000,"Census Tract 160, Bronx County, New York",2057,139,73015,13486
1400000US36005016100,36005016100,"Census Tract 161, Bronx County, New York",1709,92,18374,1539
1400000US36005016200,36005016200,"Census Tract 162, Bronx County, New York",617,39,65331,17649
1400000US36005016300,36005016300,"Census Tract 163, Bronx County, New York",0,123,-,**
1400000US36005016400,36005016400,"Census Tract 164, Bronx County, New York",437,58,69432,9646
1400000US36005016500,36005016500,"Census Tract 165, Bronx County, New York",409,83,13164,13049
